Username,Comment
@emeric-victor,"As a beginner, I find it a bit frustrating that you go through multiple ""its also possible to"" cases. I understand that there are 10 ways to do that. As I am learning the basics, I want to learn the version that will solve my problem 80% of the time. I am thinking that the other 9 ways that will solve the 20% of cases can be moved to an intermediate level. I am losing sight of them anyway..."
@mohammedlayes9248,"Hi, Mosh! If you don't mind me asking, how much JavaScript does one need to know prior to starting with React, please?"
@Rajalakshmi_138,Litterally I tried various yt tutorials for Reactjs....I got some error that I can't rectified....but this tutorial is just awesome It working fine....happy tears😭
@soupnoodles,"Could you not have mentioned at the start of the video that the ""Ultimate react course"" you were talking about wasn't this video itself? That totally misleads people to think you'd be building and deploying that application within this course. Anyone reading this: **You have to pay for the actual 'Ultimate react course' and this video just isn't it**"
@alex_blue5802,Mosh's courses are the best way to learn.  I love how he gives exercises so you can make sure you understood.
@CanalCambalhota,"Great video! Thank you, Mosh! Which is your theme in vscode?"
@johngoutung1229,"I did struggle to learn React. A lot of wasted time.
The problem? I did not know the basics of Javascript in first place. You need to walk before you can run.
So I took a few very basic books (books, not complex tutorials!) and learned the fundamentals.
After I learned the basics of Javascript, learning React became much easier.
Edit: For those asking about the books, for the very basics I learned with ""Javascript In Less than 50 Pages"". 
And to develop my knowledge I learned with ""Head First Javacript Programming""."
@weluvprogramming,Can you please make a Turorial of Kivy
@sapdlo,50:47
@karlojune,I like your theme. What is the name of it?
@taucix,Wissenswert Danke für das Viedeo 😀😀😀😀😀
@monat_son,"iam gonna put it out there, you are not gonna learn it in 1 hour. But don't stop."
@karimkimou1185,I wish you create a Flutter course
@florianunterfrauner2041,"is there a convention to use ' instead of "" in React?"
@kourosh4018,Can I create app with html css ? Is there anyone to guide me?
@faniloandriamarohaja3776,This is a very nice tutorial! It's easy to follow.
@user-lw5ex3nf5d,Great content. Thinking of NextJS course?
@vrojak7636,"Thanks, lets see how well this prepared me for my job interview next week 🙌"
@velvetknitter,"Amazing! Thank you, I've learnt so so much. You make learning these things so engaging and clear."
@wordinfo4ever,"داداش ای ول
زیر نویس فارسی رو هم روال کن که دیگه خیلی باحال بشه"
@dywa_varaprasad,35:00 first session
@ahmadrezamirzajani9015,Nice
@13taras,"Has anyone purchased the full course? If yes, what is the impression?"
@juniorMr,"Mosh the way your explain is really amazing. 
I don't know how to thanks you .
I will buy the complete react and react native course"
@andrej792885,"Does anyone has problem with npm install, i have error with typeacript eslint scope manager version and can not continue with the course?"
@domce4444,"As a somewhat beginner with Javascript and React I thought I would give myself a chance and walkthrough your video doing things myself step by step. I've hit a wall on the first step 'Creating a React app', after npm run dev the app returns this message ""[plugin:vite:css] [postcss] Cannot read properties of undefined (reading 'config')"". Tried to Google it and unable to solve this on my own. Any ideas what to do here? Is Vite crucial for learning React?"
@ionguzun3952,"does someone knows...is this video a reupload, or is new?"
@htmlfivedev,Just bought 4 more courses from your site. Awesome as usual. The sad thing is that still there is no course on React Testing (Jest) ... why why why 
@user-ut7sr7dj6b,I love your course sir and I want to buy full 8 hours course but i don't have that enough money. So is there any other way to get this.
@CodeRoyce,Youre a inspiration for me sir❤
@durrezahmed7091,Simplicity in Complexity that's what Mosh is known for.
@baroxirfadacademy0,thank you mosh for updating this tutorial we love your tutorials 🥰
@Myrmwyrm,Hi why does your vscode terminal look differently than mine? I have iterm2 and prettier. For instance my folder path is not shown above my cmd line
@chadzulu4328,"This is a very thorough and easy to understand tutorial, thanks so much Mosh!"
@diogomattioli,"Thanks a lot Sr. Your tutorial is amazing, helped me a lot!"
@user-is1ix2zn4j,"is there a little difference between react js and react, because i can't trace an index.html file in my app"
@albarsalan4173,Thank you Mosh!
@idevsoftwaregroup,یکی از کسایی که من به عنوان یه ایرانی بهش افتخار می کنم ... ممنون Mosh
@georgi143,Hi could you include rosetta installation from terminal also for M1 & M2 Mac os. Without which pycharm can‘t be installed. Beginners get stuck at installation.
@garethmoore9748,"Just bought the course, $30. Will let you know how it goes :)"
@versatilecuisines,Highly Informative and helpful. Many thanks.
@apostolosmavropoulos177,Huge  <3
@samoriab5999,Why is everything done in command prompt like we are in the 1980s????? Dont we have a GUI for react????
@DyPersonajes,"Amazing tutorial my dude, thank you!"
@alejozubizarreta6709,"Damn always trying to charge stuff in your tutorials, thumbs down, it was pretty misleading form the beginning I thought you where gona show how to build that website you showed but of course got to pay first as usual."
@callme_SAUCE,the tutorial is so amazing  its easy to follow THANK you Master Mosh! newbie here!
@tabotkevin8116,"Hey Mosh, a course on Rust would be absolutely incredible and so many would love it."
@gulz4u,"So beautifully explained
Do you plan to upload it on Udemy?"
@Mmmmdjdhdhdhd,Bro ur the best i am only 12 years old and i learn some python
@lrdronephotography3054,"It’s a good free course, but a lot of deleting. Maybe just tell us what we can do instead?"
@tshyamvamsi,"I jut endup 

Failed to load url /src/main.tsx (resolved id: C:/ProgramData/DDrive/React Practise/react-app/src/main.tsx). Does the file exist? (x2)

after running npm run dev"
@md.al-amin9670,just awesome
@alpealfanta3267,Do you have Flask tutorial?
@user-dh2mk1pb6k,which theme he uses in vs code?
@herbert_M,Am I the only one who found props difficult to understand. I was so stuck but didn't give up. I tried some other resources like w3schools and finally got it after struggling for close to 2 days
@blisterfingers8169,"An actual beginner who used this tut:
""Yeah, I know how to use react... Wait.. That's the wrong extension, where're the types? Hang on, what do you mean install it with npm? Can't I just just my arrow keys and pick from a list?""
The tutorial is great but it's not ""React for Beginners""... it's ""A detailed tutorial on React with Typescript using Vite"" which is a lot different. 
That's fine too but you've gotta educate the beginners on what the hell these things are and why we're using them..
But I guess that would get less views."
@akssagir5411,Kindly make a video series on flutter app development with some interesting projects....
@talharehman1101,my javascript is weak  is it ok to start learning react ?
@mohammedamer7896,hi there. when i click on local host i get blank web page
@Ninjajitsu562,I can’t learn without knowing html?
@user-ec1vf5cn1q,What software do you use to record the screens you record? Do you do these zooms manually or automatically?
@krishna6820,59:21 is updating heading to blank!!!!!!!!!! HOW?????
@halreraj,hey mosh please upload intermidiate course of c++
@deepalikakkar4464,58:00 this onSelectItem is looking something similar to output event emitter function of angular. Am i right?
@dushananuradha1098,"I am a QA engineer, but really eager in learning frontEnd dev. This tutorial has refreshed my React knowledge. Really great content."
@muhammadjunaid3167,Thanks Mosh. this is an awesome video.
@koto6177,respect for teaching people
@alshuwaiee27,Do I need to know advanced things in javascript to understand React ?
@sundarapandim1104,"Kindly Post Videos about Chat GPT-4 Basics and How to use to build websites and Applications and API How to use.. Full tutorial about Chatgpt-4...


Full Video About ChatGPT-4 API & How to use it to build websites and web applications (or) What SaaS applications we can build.. Full tutorial about Chatgpt-4 & API Use."
@pradeepkumar-by9io,Dhaivam ya nee
@wilsonimpson2788,This was incredibly helpful! Particularly getting my IDE set up to then work alongside GPT4/CoPilot... nothing can stop me now! :)
@sarmadrafique426,Please Next js with typescript and Prisma . Because it's the latest in the game
@pegahes1079,عالی بود. ممنونم.
@devbasit,Whats your next course?
@thetechfreak,"React Dev Tools are not working properly, I am not able to see the Components and Profiler options in the Developer Tools. Can somebody help me with that."
@mohammedswalih7547,Idk why but I'm only getting a white page only I followed the tutorial correctly i believe hope someone could help me
@pranavbindra4655,The initial hello world code has no output to my browser. What can be the issue here?
@emmanuelchinedum6998,can I do this course without knowing javascript?
@W.i.s.e.K.i.n.g,"please do a dart tutorial Mosh please do a dart tutorial Mosh please do a dart tutorial Mosh please do a dart tutorial Mosh please do a dart tutorial Mosh please do a dart tutorial Mosh please do a dart tutorial Mosh please do a dart tutorial Mosh please do a dart tutorial Mosh please do a dart tutorial Mosh please do a dart tutorial Mosh please do a dart tutorial Mosh 
Plssssssssssssssssssssss🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽"
@waveless7323,BRO AWESOME COURSE. I purchased the part 1 course and I have already finished it and now I am confident in coding websites. I am eagerly waiting for the part 2 course. I am also asking a request to make an updated React Native course with expo and routing and a full mobile application tutorial with firebase as backend. Keep up the hard work!! 👍
@JameswithWebHoting,"I love the positive energy of this video, it's infectious and uplifting.
The way you present the information in this video is so engaging, it kept me hooked from start to finish."
@lolololi3323,"Thank you! Awesome tutorial 

My bookmark: 41:17"
@Liubov_110,"Mosh, Thank you so much for this excellent tutorial. 

As a Python Web developer on a studying stage sometimes I see mentions of React in job openings for fullstack development. Now it will no longer scare me, as it is with html/css/bootstrap collection.

By the way, I guess Django Template Language took {{ double curly braces }} only because {single ones} were reserved by JavaScript"
@samer9277,"I did everything you did upto 26:12, exactly the same and it didnt work. my page just dispalys list group 2 words in text and not in line breaking groups. this is really hard."
@thespiritualjourney369,if u r teaching react then y r u using typescript?. just simply use js instead.
@TheGaneshshow,Thanks a lot Mosh:))
@Harunaka10,"It's frustrating to follow this as a code along instead of in a lecture set up, because you give 0 time between saying what you're putting in and cutting away to move on to the next thing. I've had to pause like 8 times and go back because I'm trying to follow along and you've blown on to the next thing before I've started typing... at .75 speed."
@darma5637,"thanks, mosh i learn a lot from this one video.. from learn useState hooks, than how to handling props, and more, more."
@IsxaaqAcademy,Great tutorial
@marcw6875,"I bought the full course a couple weeks back because I saw it was on sale.  I've been enjoying it.  Prior to this my only comparable experience was making a web app for a class that used just vanilla versions of HTML, CSS, JavaScript, and PHP.  I'm liking how react comes together so far and have already been thinking I should try re-creating my class project using react.

I don't know if Mosh reads these comments very often, but if he does, I have just one critique for his classes.  I wish he would wait for at least a count of two after he types some long line of code before hitting tab, switching over to another file, etc.  Especially after he has typed something that he knows his students will be trying to type as well.  There have been so many times where I've been trying to wait until he types the full line before pausing, but then I miss it because he immediately moves somewhere else.  lol.  It's a minor nitpick, but I thought I would mention it.  Otherwise, I've liked how the course is set up and I'm looking forward to putting together the bigger project in the last section.  :)"
@jltsantara,"[15:21] Oh, you have to refresh the page to see the changes. Mine did not auto refresh and i thought I had done something wrong."
@bharath2508,the best react tutorial for beginners.
@bhavasha7713,am planning to do a course in your site but its showing only $ for pay how can i do please guide me.. :)
@emjayi4289,مایه افتخاری👌
@avivhurvitz,"I'm a long time developer, but novice at web development. This tutorial was perfect for me. I appreciate how Mosh walks you through real development practices: incremental development cycles, using the IDE and tools, looking at errors, testing as you go. Thank you Mosh!"
@StandaBlabol,"Thanks for very helpful tutorial!
It is nice to see that using function + TS approach - React just changed from ""bloody horrible"" to ""just hideous"", compared with Vue3.x script-setup + TS .
React is still pain but much better than previous class JSX version."
@alikhanmehboob610,"Amazing as always!
We want Kotlin Springboot course as well 🙏"
@web.design.and.development,Thanks
@elangoelangovan5756,"Dear the channel owner please sorry for you  I don't know English fully
I beg my life travel
I am from India I got education loan from my country bank rupees 250000
But I cannot repay my loan 
Because I got one accident broken my right leg so I cannot walk properly
But bank will ask loan rupees 250000
Otherwise bank will recover my home
I have small house only 
My house not that my hand I live not possible

So please help me every subscriber give me small money my education loan"
@nbizzle,Thanks Mosh!
@lionzan,"Hello Sir.. im using pyroid 3, and i already created a code for bmi calculator and basic scientific calculator, i want to merge this code using a module but idk how."
@alecsmith8462,Does anyone know what theme Mosh is using for VScode?
@andresantos-ud4ht,"Thats an amazing course. I totally recommended. With detailed explanation, full of examples and exercises. In the end, there as an project, exemplifying everything learned."
@muhamadlangkau9873,SandhikaGalihNyaLuarNegeri
@xxcc5101,"Hi , I want to develop mobile applications, is react good for this? I am a little bit Confused between react and react native"
@oussaman.aouini.talan1,Hi mosh can you do a video about SalesForce ?
@Sawon90,"Coming from VueJS world, ReactJS seems very complex and hard to learn."
@vusalnovruzov9192,"Hey Mosh, nice toturial. But I have a small issue with Vite. in your project whenever you make changes it marks the files with the Capital letter M just like git init does but in my project it does not do it. Could you help me with it , please?"
@killermusic4526,Can you iupload a video upon Updated React course for beginners in Javascript variant.
@nonamejustusername,"@Mosh, 
We want to use identityserver4 with react for login so please create a video on it. After login, we want to access API through the access we got from identityserver4. The main thing we are looking that how can we hide request and response for these login calls and API access calls from the browsers network tab so how can we achieve this? Looking forward to hearing from you soon."
@tanveeransari989,one of the best trainer in universe.
@mizile1486,"I completed a short React course before coming to this video, and this video showed me more things that were skipped in that other course. Thanks"
@ArthurWuYeah211,"Hi Mosh,

When I started programming in 8th grade, your Java course was the first course I used to teach myself coding. Now, I am about to go off to college for my Bachelor's degree in Computer Science. Thank you for guiding me through this subject, I really appreciate it. Your tutorials have truly opened this world up for me."
@sawmin7755,where I can learn java full course?
@atheel5678,Thank you for offering the course
@abirsonet925,thank you It was informative
@peterballa6060,"Great, enjoyable and useful video! Thank you!"
@johnnguyen1655,"Hi Mosh, does the full course you mentioned in the video avail in Udemy?. I have professional Udemy acc for enterprise so it would be great if the course is there."
@ThatOneSkywalker,"Hi, what theme and don't are you using? It's Soo clean. 😍"
@makanjuolabolajistephen1582,"Please look into your payment method for the all access course monthyly subscription specifically the use of debit card.. It keeps declining my debit card, both visa and Mastercard. I'm from Nigeria.. I hope something is done about it so I can subscribe and learn. Thank you."
@manuelenng,He taught the course like a professor
@vaishnavisivabaskaran243,Can you do a tutorial for mern?
@deeptisheoran8279,"Anyone else got stuck at npm run dev 

I installed vscode and the window terminal as i started the video and everything worked fine but the npm run dev command is not working for me"
@kainoah5563,at 1:17:12 how do you utilize the fade animation in the alert.
@jotasenator,"nice see you again Mosh, sharing!!"
@hunterc4187,is there going to be more parts for this series?
@andrewyorke6399,You are exceptional :)
@AdnanKhan-yg4ng,when will we build a gaming app u shown in the video mosh ?
@AdnanKhan-yg4ng,Is this typeScript or javaScript tutorial ??
@AdnanKhan-yg4ng,Is this tutorial based on TypeScript or JavaScript
@MrKgshrestha,do you have laravel tutorial ? I like your teaching style very much so. Thanks
@jaibunnisamohammad9988,"i am using shared hosting, when i develop pwa using html,css,javascript(with jQuery) for frontend and php with mysql on backend simply upload to public folder of shared hosting, 
so please show migrating from this setup to react with nodejs hosting or implementing react in share hosting environment"
@daniellepashayan773,never purchased a course so fast in my life
@subhranilsarkar1422,Awesome 🎉
@sahildas.,"on 44:00 I gave it a try and got none, alerted it and got [object Object ]😂😂😂 anyways, code for ListGroup.tsx below:

import { MouseEvent } from ""react"";

function ListGroup() {
    let items = [
        'New York',
        'San Fransisco',
        'Tokyo',
        'London',
        'Paris',
    ];
    const handleClick = (event: MouseEvent) => alert(event);
    return (
            <>
                <h1>List</h1>
                { items.length === 0 && <p>No item found</p> }
                <ul className=""list-group"">
                    {items.map((item) => (
                        <li 
                            className=""list-group-item"" 
                            key={item} 
                            onClick={handleClick} 
                            >
                                {item}
                        </li>
                    ))}
                </ul>
            </>
    );
}

export default ListGroup;"
@Suraj03.,49:51
@albertoguzman9390,Font name?😢
@pranavmahajan8084,"Hello sir, Im from india and following your videos from a long time. I really want to buy your course of react 18 + typescript but financially I cant buy that course. It would be really helpfull if you lower the price for the course for sometime so I can buy it. I'll appreciate your feedback on this. Thank You"
@rustyandduke282,"Hi Mosh, Loved the explanation. I'm new to React and all this. I believe we need to turn off the 'format on save' feature during the Alert component example, as I could see autoformat changed the code as well brackets were removed from the return statement on saving. Took a minute to figure it out what was wrong when my Alert box was not appearing even after adding correct bootstrap classes. But my main question is is there a way out , can we work with on it without disabling the 'format on save'  ??  🤔 TIA"
@tommasotranchese150,"this is  probably one of the best tutorials so far, I just wished you went a little slower sometimes cause I had to stop and catch up with the code, but overall I understood like everything, so it worked! thank you  <3"
@AfroditiK54,"I'm sure that you are very talented in what you do but oooohhhh this was very difficult to follow as a beginner. 
The problem is : you  first explained what we *shouldn't* do (like ""oh for this  you could type this code and bla bla"") and then what we *should* actually do (""but instead of doing what I said previously, do this!"") which was very confusing. I was banging my head throughout this video because I constantly had to delete the code I wrote in order to change it with a ""shorter"" or more advanced code. If you are making a beginngers video, first explain the very basics, even if they are  not the most convinient, and then move on to shortcuts etc."
@chasing.those.vistas4185,"Mosh, unfortunately, as soon as I started following the tutorial, I ran into an error when I ran the ""npm install"" after cd into react-app folder,
""Found: vite@undefined
npm ERR! node_modules/vite
npm ERR!   dev vite@""^4.2.0"" from the root project""
did someone encounter a similar issue?
as someone who is not familiar with node or npm, I am not sure how to progress from here. any help would be appreciated (I tried looking this up on stack, which wasn't very helpful though)"
@lyeenglee,"Hi, sir. Hope these courses may be purchased at Udemy also!!"
@ReasoningBanking,https://youtu.be/SqcY0GlETPk?t=1227
@muhammadhanzala3556,This was awesome🥰🥰🥰. waiting for the next part. when it will come?
@alecsmith8462,"can someone tell me what icon theme he's using for his folders/files in vscode, I've always wondered but I never knew what is was."
@jopadjr,5k+...Thanks Mosh. Great tutorial !!! May I ask if the React mastery course has a topic about converting old react to vite version? Thanks in advance.
@lukefeng2919,"Wonderful content, clear, concise, and informative!"
@maksatgr,1 hours and ONLY alert button 🤣🤣🤣
@user-ov6dl8il9o,Can anyone tell me what this vscode theme/font it is. Because its amazing.
@khaleelrehman5327,"Hi Mosh, thank you for the great React course. I love the theme you used in VS Code. If you don't mind, can you tell me which one it is?"
@bengrzybowski2487,"If anyone gets stuck with an error with bootstrap failing to import, delete your node_modules directory and re-run npm i that solved the issue for me."
@kianebtekari2028,دمممت گرمم
@rakshiths6852,"Please include unit , integration and end to end testing for the part 2 of the course. That would really be helpful to develop robust react apps in the real world."
@MrNdunga,"Good day mr Mosh where can i get certified to be a react js developer
?"
@wingsoffireblack91,Hey Mosh can you please make a video on kuberenetes as well please
@charbilrom3153,"Yep,  let's hook to react."
@raphauy,Thank you!!!
@Quiestre,"importing bootstrap didnt work [vite] Internal server error: Failed to resolve import ""boostrap/dist/css/bootstrap.css"" from ""src\main.tsx"". Does the file exist?"
@abrahamaddai6376,https://youtu.be/CINI2p3uLxg
@noseporqueesminombre8472,vengo de una recomandacion de chat gpt
@philippearras8154,Golang please Mosh❤
@zoltancaputo9562,Just Amazing lesson !!!! Tks for share ...
@luongmaihunggia,"Literally the first thing I see is the error ""Cannot find name 'React'"". Shit tutorial, can't even make it pass 13 minute."
@jiaaggarwal5873,thank you
@thefront5871,"I don't like using Prettier extension because I use inline SVG in my HTML, so that I can animate stuff, and Prettier causes the <line /> tag to put each parameter on a different line! I HATE that!! There seems to be no way to configure Prettier to do anything else but it's default behavior and for that reason, I've uninstalled Prettier!"
@thefront5871,Didn't you use to be on Pluralsight? What happened to them? They use to be awesome with their video content!
@bp-ob8ic,This was great!! Thanks for the update. A ton of things that make so much more sense now.
@bigc4290,What VS Code extension do you use for the visuals in your explorer? Ty
@RanalaManaja,"I would like to request your assistance in regards to following a video tutorial while ensuring that I am not merely replicating the steps blindly. Would you be able to provide me with documentation that outlines the guidelines for creating a React application using either Vite or CRA?

Thank you for your kind attention."
@yasithmanthrirathna7308,"Mosh, I am a student of you.When do you release angular 14 course."
@cardwelljohnson,Anyone know the theme color?
@chalkao5071,"I know you have invested lots of time making videos, but would you kindly remove old lessons from your website? That helps us to invest in usable current version based lessons. Thanks."
@kenjicrespo7627,"Kenji Crespo
1 second ago
Hi! I got errors. failed to load config from C:\Windows\System32\myfirstapp\vite.config.ts
error when starting dev server:
Error: EPERM: operation not permitted, open 'C:\Windows\System32\myfirstapp\vite.config.ts.timestamp-1679842359821.mjs'. How to fix this?"
@sauravkumarjha2838,Your Courses are goldmine for me! Absolutely love the way you structure and deliver your courses with huge efforts.
@larryamisola,Will this be available in udemy soon?
@matyasember7345,Oh so you have updated the 4 years old tutorial. Nice.
@papa_ethan,ONE OF THE BEST PROGRAMMING INSTRUCTOR === MOSH!!!
@JohnSmith-zl8rz,Where's the VUE course?
@eduardofranca181,"When you access a website made in reactjs, does the browser download every single page and asset of the application at once? (Images,libraries, videos,etc)?"
@rohankademani6406,I needed it hahaa
@DanneManne88,"It’s a scam, cost money!"
@MrLeadVideo,What is backend DB?
@pstha4537,Remove your annoying ad about yourself in the video. Too much repetition.
@burnedbrowncoal7536,"dear @Mosh it is lil bit frustrating when i hear ""it is my course first 1 hour and bla bla..."" i though a full coverage of react...so sorry for that... 😢"
@macroyal2002,"Hey ! I bought and finished your course. Excellent work as always :) 

When will the next part come out, and will it be added to this course or will it be a new course?

[UPDATE]: Mosh has released the part 2 course , it's a completely new course which continues the previous course"
@coderplusplus,"Hi Mosh! You said that when we update the state, react will compare the old virtual dom and new virtual dom, and based on what is changed react will then update the real dom accordingly. But, doesn’t this process make our application slower? What is the time and space complexity of this process?"
@user-vs9bf1xb9b,thank you
@user-vs9bf1xb9b,"I love your video so much. In my native language, you are a “大佬”[dalao]"
@Hodan438,How to fix npm missing script start error
@mkostrikin,Just become an frontend developer with reactjs
@CrazyAOT,hello i was wondering if you can make a lua tutorial it would help me a lot! the video was amazing
@hammillanvhanne1417,thank youuuu finally I understand how React works
@tyd-hs3nq,"Hi, I was doing the course and was loving it until I got an error :

""Failed to load module script: Expected a JavaScript module script but the server responded with a MIME type of ""application/octet-stream"". Strict MIME type checking is enforced for module scripts per HTML spec.""

I had started it a few days prior and everything was working fine - I got to around 50m, the start of the Props chapter. As soon as I loaded up my laptop this morning and tried looking at the list, nothing shows up, only this error in the console.

Any ideas? I tried it in a different browser and still got the same response."
@JasperZeroes,"You're a great tutor, Mosh."
@PlentyOfPooches,"BEWARE - Mosh is a scam - I bought his Mastering React course. The course told me to download a specific version of Node JS and React which is no longer supported. I therefore could not follow his videos at all. I sent a support note asking him to either update the course so that the technology is not out of date or refund my money. He didn't even have the decency to even respond to my request. Basically, he stole almost $200 of my money. I instead enrolled in a similar course on Udemy which was up-to-date and a great course. After this experience, I read a bunch of other reviews of this course and they all said the same thing. Please do not waste your money on any of Mosh's courses."
@johnnyholiday1150,This is great thanks!! I hope that every project will show us how to use different tools and react features :)  Thank you Mosh <3
@kartik14007,"bro i actually shocked when i search on chat gpt for best coding toutorial 
you are lucky"
@MichaelRinghusGertz,Hi Mosh. Will this course be available on Udemy? I preffere to select all of my courses in one place. Which is why i asks if it will be available in Udemy.
@freeyourmind7538,"6:50 terminal window....??? How??When???Why????
When did you open this terminal window and how and why?"
@webmobile21,we are also waiting for advanced topics
@thonthon8248,Thanks u so far
@NishantjonyJaiswal,Fun
@JoshuaMusau,"Mosh, you're heaven sent! Thank you..."
@ananasior,12:15
@HaileabAbrha,"The good thing about this tutorial is ""being the best"", and the bad thing is you can finish the course either if you are rich or if you live in Europe, N.America, or Australia."
@maddihanna4414,"Hey, is this course include the authentication and routes that you said you will add?"
@sukhlalsingh,Loved this. Great job Mosh.
@habibrehman2640,"Hi Mosh, I have sent you a query on your website. Can you please check that and respond.  Thank you :)"
@johnsitjar4521,"Good day sir do you have a tutorial for js,html css with an mvc approach.also when moving to reactjs.Thanks"
@deskscience650,https://youtube.com/shorts/VCKM06M6APg?feature=share
@mohammadabbas1623,Mosh can you please provide the discount again as i wanted to purchase the course but fees is now $149 😢
@explorewithrohan1994,"Hi Mosh ,Do we need to buy part 2 separately as well..?"
@betaxox2156,I can't access to this course RIP
@arenafidemaster,"Can I have a new link, the link to buy the course is not working for me."
@sivaprakashiv5173,"Mosh, this course offer is expired now. Could you please update and keep it available. Thanks"
@doukuest,This video is gold.
@ashiyaken3852,Thank you 💖 Mosh!
@GilbertoMadeira83,"33:00 when dealing with collections of simple items , you can use array.map( (item,index) => {}), the second argument to the map callback function returns the index of the element of the original array, then, you can simply set the key property using that index"
@jediampm,"Hi,
make a video on your thoughts about the new react docs and the fact they recommend nextjs and others related frameworks. Is this good for beginners?"
@sriharshasai6177,17.05
@jahideljah5746,Thx a lot for hearing us Mosh
@mohrex,"Hey mosh , I'm from Iran , it seems Iran's IP is banned on your website and we don't have any access, we are really restricted and poor , I wish that one day we also can have easy access to the fresh informations , I'm really sad and depressed because we even don't have global payments like pay pal and ... to buy courses😔 I wish that we could live like other normal people"
@MRKING-kv6xg,"Try not to oversell shit, you promised a full course, this is bogus!!!"
@geniusmaniacs5052,Mosh is the best. ❤
@Eqqoftw,"Hi Mosh, thank you for the great React course. I cant wait for the advanced topics. Are you able to share when we can expect the advanced course?"
@sspirial,"Can't wait for the next one Mosh, you never disappoint"
@bilalnisar3074,"when I try to run the app with local server its show the error ""crbug/1173575, non-JS module files deprecated"" can you please tell me what is the error ?"
@annanlanre7419,First video I'm seeing using node version 19. Finally!
@kakyoindonut3213,you're a savior for uploading this right in time as I was learning react!!
@mohamedansarym6312,Bro can share notes of react
@sunilshastry,"For everyone asking what theme he's using, its called ""oh lucy"""
@psuvlogs8526,01:02:00
@myahya968,"Very nice explanation , waiting for the next part"
@utsavshrivastava9481,"What about react hook and redux 
Is it part of react course or some extra library using with react ?"
@marwans4018,Any upcoming angular course ?
@syedabraizmehdi2960,"Mosh, please make a video that covers advance react and a separate video on advance javascript. And I would highly appreciate a video on creating a practical responsive website using REACT. Highly appreciate it brother"
@thivagarmurugan8626,Hello mosh I am excited to purchase your course but i have a question. I only know vanilla javascript but you mentioned in the website that used as typescript in this course. did you teach typescript along with these course.is it going to affect my learning this react course and making it hard? because I didn't known about typescript or first i need to learn typescript and catch up with the course.please reply i am eager to learn with you.
@bryanDevsJS,Hopefully soon I will get all your course Mosh
@earningsandsuccess1363,Supercool 💓💓💓💓
@blanketcetera2781,"Mosh, it seems there’s a problem in your website. I can’t buy your latest react course using safari in my iPhone. Even with Google chrome. After choosing PayPal, nothing happens when I clicked buy now."
@letreinte1681,thanks <3
@ankitagrawal9140,"@programmingwithmosh
Please redo your node js course as well. Amazing content.❤"
@johnmchale1,"Very good, but why have the font so big?"
@mikee1of1,Thank you mosh. Appreciate your effort.
@infoversal9059,Can anyone tell me why we use VITE instead of create react app? what advantages does it give? Are these advantages really significant?
@akaijoe3582,Looks great! Vite was a good choice for a modern react course. Hopefully that means we are one step closer to a NextJS course 🤞
@akaijoe3582,who needs a state management tutorial course?
@zainul1266,Most awaited tutorial. Thanks alot 😃
@maddihanna4414,"Hey, is this course include the authentication and routes that you said you will add?"
@hasyidanparamananda,Hello is it different with react js?
@-0-__-0-,I was planning to follow a particular Django tutorial but there's no other resources I can find except for one that uses react in the front-end. How fortunate I was in discovering this completely new 1 hour tutorial. Thanks man ya the real MVP.
@roooooooooooooooooooooooooooot,Can you make one for SolidJS (SolidStart) too?
@annayaannaya9407,My brother purchased your course regarding html nd css series for website development but disappointed to see that chatgpt will replace web developers . What to do now. Should he give up. Please guide
@Jenny-ii3cd,31:07
@lucap9248,Does he actually creates the website shown in the first minute? Or is this video a clickbait for his course?
@juniorMr,Amazing course
@user-rk3xp8op1z,"Program 'npm.cmd' failed to run: The system cannot find the file specifiedAt line:1 char:1
+ npm create vite@4.1.0
+ ~~~~~~~~~~~~~~~~~~~~~.
At line:1 char:1
+ npm create vite@4.1.0
+ ~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : ResourceUnavailable: (:) [], ApplicationFailedException
    + FullyQualifiedErrorId : NativeCommandFailed


can anyone help with this"
@gillbates9668,please do one of these for angular too! ❤❤
@naimulsayed1339,Amazing tutorial. Just purchased the full course :)
@Nxck2440,"I have an interview tomorrow where they will ask me to make some kind of app in React. I've barely even coded in JS before, let alone React. Your vid was just in time, tysm!!"
@muhammadsuhaibraza784,"Sir, I also make mine personal voice assistant ai just like chatgpt  that answer all my question and more additional function than chatgpt. If you are interested reply me below so give you the link of my python file....."
@muhammadsuhaibraza784,"Sir, plz make a tutorial of what is linode , how to use it in our virtual machines???"
@winstonmhango3437,"My first encounter was with mosh's React video from 5 years ago...and I belive its still on this channel...now that this is now out, using new react features, I will watch it all...and ofxourse share with my friends."
@sergiohernandez72,"Finally an updated version of React tutorial! I love your videos so much, but didn't want to invest in the other course since it was class based and outdated, now that you have an updated typescript function based tutorial I'm definitely buying this spring break. Keep making awesome, high quality videos mosh!"
@isomiddinrahimov3684,"Great Course Thank you Mosh very much !!!
I have  a suggestion. Can you make a telegram bot  course with python please"
@billybrightson,Thank you Mosh can't wait for NextJs
